language,family,code,true_value,simulated_mean,sd,z
Yalic,Nuclear Trans New Guinea,yali1257,0.9270833333333334,0.9534479166666666,0.021577940828122238,-1.2218303657118497
Erave,Nuclear Trans New Guinea,erav1244,0.9390624999999999,0.94753125,0.015912446266383922,-0.5322091813055119
Tzeltal,,tzel1254,0.9149183006535946,0.9188897222222222,0.014860833181609554,-0.2672408417545726
Modole,North Halmahera,modo1249,0.9519480519480521,0.9351700216450217,0.013136274812209373,1.2772289361239775
Ninam,,nina1238,0.9629464285714286,0.9443232142857143,0.012632866436928153,1.4741875392013422
Inanwatan,,inan1242,0.90625,0.90738359375,0.014190898181106212,-0.07988174783110372
Kilivila,Austronesian,kili1267,0.9104166666666667,0.9193093750000001,0.014123349484135886,-0.629645845932101
East Ambae,Austronesian,east2443,0.9785714285714285,0.9519714285714286,0.020539532564281576,1.2950635520429314
Ngulu,Atlantic-Congo,ngul1246,0.9138888888888889,0.9205,0.01334131705420197,-0.4955366163814309
Rennell-Bellona,Austronesian,renn1242,0.9393090569561158,0.9257939425770307,0.013269714659923191,1.0184932174843966
Satawalese,Austronesian,sata1237,0.9088541666666667,0.9179869791666667,0.02491739159319437,-0.36652361728321514
Temi,Atlantic-Congo,temi1247,0.8835978835978836,0.8835978835978833,3.3306690738754696e-16,1.0
Irish,Indo-European,iris1253,0.9006817074251284,0.8987312073586745,0.00940009279245747,0.20749795874557528
Menominee,Algic,meno1252,0.8890625,0.9149390625,0.015665282371452607,-1.6518414342250096
Madurese,Austronesian,nucl1460,0.9019841269841269,0.9369530257936508,0.012978459800379117,-2.694379714340405
North Tanna,Austronesian,nort2847,0.9223214285714286,0.9163567460317461,0.017578274622204123,0.3393212740087806
Waimiri-Atroari,Cariban,waim1253,0.8875,0.93809375,0.02245131451468936,-2.253487205254628
Watut,Austronesian,watu1246,0.9630050505050506,0.9461997474747474,0.011631393652927249,1.4448228244836152
Maskelynes,Austronesian,mask1242,0.925,0.9429500000000001,0.021279038982059312,-0.8435531329743765
Avava,Austronesian,katb1237,0.9314472853535354,0.9259185606060606,0.01542665170296502,0.35838786367440717
Bwaidoga,Austronesian,bwai1243,0.8916666666666666,0.8916666666666668,1.566162308693318e-16,-1.4177624100166717
Nsong,Atlantic-Congo,song1299,0.923611111111111,0.9278330176767677,0.013879666772285693,-0.3041792454330966
Chimariko,,chim1301,0.9399350649350648,0.9298993506493506,0.012502036480724432,0.8027263639157721
Wagaya,Pama-Nyungan,waga1260,0.8871527777777778,0.9204947916666666,0.014070398694776805,-2.3696566538136534
Yindjibarndi,Pama-Nyungan,yind1247,0.8987599206349206,0.926835193452381,0.016447584654869143,-1.706954145948047
Southwestern Alaya-Athima,Pama-Nyungan,kunj1248,0.9619047619047618,0.9439464285714285,0.011702191722056724,1.534612810990335
Chirag,Nakh-Daghestanian,chir1284,0.9526515151515151,0.929683195045695,0.011104707891284163,2.068340773182111
Paama,Austronesian,paam1238,0.9540381493506493,0.935159632034632,0.012158485153086025,1.552703077589039
Mangaia,Austronesian,mang1402,0.8947916666666667,0.8969541666666666,0.014878421641946948,-0.14534471814558533
Tohono O'odham,Uto-Aztecan,toho1245,0.96875,0.938125,0.031243749374874962,0.9801960588196075
Shipibo-Conibo,Pano-Tacanan,ship1254,0.9300925925925926,0.9401322916666667,0.012842688217599582,-0.7817443594336986
Korafe,Nuclear Trans New Guinea,kora1295,0.950339590964591,0.9391978403540905,0.013203074867781096,0.8438754397802615
Wangganguru,Pama-Nyungan,wang1290,0.9261498917748918,0.9349639475108226,0.013444194936289545,-0.6556030894895172
Urdu,Indo-European,urdu1245,0.9045253357753359,0.9211325727513229,0.009009202551190582,-1.8433637030163461
Woiwurrung-Thagungwurrung,Pama-Nyungan,woiw1237,0.9155505952380952,0.9172544642857143,0.022054441224172053,-0.0772574117974764
Sanga (Democratic Republic of Congo),Atlantic-Congo,sang1331,0.9380952380952381,0.9286275510204082,0.019781208080830642,0.4786202660698345
Martu Wangka,Pama-Nyungan,mart1256,0.9492559523809524,0.9291082837301587,0.013776579574976626,1.4624579737766898
Avá-Canoeiro,Tupian,avac1239,0.95,0.9499999999999997,2.220446049250313e-16,1.0
Eel River Athabaskan,,wail1244,0.9399999999999998,0.95549125,0.016560070361624216,-0.9354579818633568
Bininj Kun-Wok,,gunw1252,0.9609375,0.9441432291666668,0.01311047243908299,1.2809813613786027
Old-Middle Welsh,Indo-European,oldw1239,0.9308333333333334,0.9274454166666667,0.0176548301494001,0.19189743758491112
Yao,Atlantic-Congo,yaoo1241,,,,
Jingulu,,djin1251,0.9401041666666667,0.9208152777777777,0.016412654158655643,1.175244948344721
Kashaya,,kash1280,0.9388640873015873,0.9228656994047619,0.012159069475340784,1.315757585666481
Badimaya,Pama-Nyungan,badi1246,1.0,0.9597562499999999,0.022833277353185653,1.7625043211059408
Northwest Maidu,,nort2951,0.9475,0.9457220833333333,0.01678719807683324,0.10590907777041617
Maranao,Austronesian,mara1404,0.921875,0.9367274305555556,0.013477297042291718,-1.1020333312346493
Northern Kankanay,Austronesian,nort2877,0.9209449404761905,0.93640625,0.011708422674500892,-1.3205288153358041
Bihari,Indo-European,biha1245,0.91875,0.9454499999999999,0.024942133028271682,-1.0704778123721712
Momu-Fas,Baibai-Fas,fass1245,0.978125,0.9568152777777778,0.014840602801515373,1.4359067827114367
Tomadino,Austronesian,toma1248,0.953125,0.9508124999999997,0.01217777389687186,0.18989513350993414
Nyamal,Pama-Nyungan,nyam1271,0.9412946428571429,0.9342018973214286,0.014584108706714723,0.4863338362562243
Warrnambool,Pama-Nyungan,warr1257,0.9399801587301587,0.923328373015873,0.017543494247307997,0.9491715549677847
Ahin-Kayapa Kalanguya,Austronesian,ahin1234,0.9333333333333332,0.9217770833333334,0.010297460132731041,1.1222427521974716
Meta',Atlantic-Congo,meta1238,0.9416666666666667,0.9304352777777778,0.01699605870933711,0.6608231402918537
Tonsea,Austronesian,tons1240,0.9261363636363636,0.9275498737373736,0.013277871279750006,-0.1064560780285406
Kambera,Austronesian,kamb1299,0.9283008658008658,0.9293962121212122,0.011131119911054308,-0.0984039637609662
Wik-Mungkan,Pama-Nyungan,wikm1247,0.9692857142857143,0.9500178571428572,0.018985021956096575,1.0148978066717305
Potawatomi,Algic,pota1247,0.8852272727272728,0.9050738636363638,0.011246485619575674,-1.7646926853795084
Taliabu,Austronesian,tali1262,0.903125,0.937390625,0.018601436173972585,-1.8420956682874339
Vili,Atlantic-Congo,vili1238,,,,
Magam,Austronesian,maga1262,0.9463541666666666,0.9451916666666665,0.01721237291165865,0.06753862503249955
French,Indo-European,stan1290,0.9217757936507937,0.9273502976190476,0.012343558998493572,-0.4516123728119505
Bo-Ung,Nuclear Trans New Guinea,boun1245,0.925,0.937125,0.016091049530717345,-0.7535244967616108
Ma'anyan,Austronesian,maan1238,0.9166666666666666,0.9338451388888889,0.013590223325701398,-1.2640316358697992
Loniu,Austronesian,loni1238,0.9114583333333334,0.9393989583333333,0.027974397532703157,-0.9987927342255097
Yidiñ,Pama-Nyungan,yidi1250,0.9162946428571429,0.9342958581349207,0.013899322065427192,-1.2951146245149259
Shoshoni,Uto-Aztecan,shos1248,0.909375,0.9403906250000003,0.020317156918092036,-1.526573089189531
Minigir,Austronesian,mini1251,0.9486607142857143,0.9464632936507937,0.011418372822868453,0.19244604016779193
Tausug,Austronesian,taus1251,0.9226190476190478,0.918766369047619,0.011555440788025163,0.3334081877189229
Muna,Austronesian,muna1247,0.9365530303030303,0.9330527710137086,0.012510812749715236,0.2797787289559824
Arosi,Austronesian,aros1241,0.8928571428571429,0.9242246031746033,0.0254635783324253,-1.231855943731094
Nambo,,namb1293,0.9322916666666666,0.9568541666666667,0.01844907828546819,-1.33136732469433
Casiguran-Nagtipunan Agta,Austronesian,casi1235,0.9316964285714286,0.9319510416666666,0.012478967813786808,-0.02040337783039246
Comanche,Uto-Aztecan,coma1245,0.9233333333333335,0.9435154166666666,0.01670567326601456,-1.2080975733190524
Sindhi,Indo-European,sind1272,0.9362103174603176,0.9424443452380953,0.012322044034404329,-0.505924809258245
Bilibil,Austronesian,bilb1241,0.9439814814814814,0.9248444444444445,0.012917043251797324,1.4815338668448104
Maybrat-Karon,Maybrat-Karon,maib1239,0.9520833333333334,0.9422586805555555,0.012707735523090145,0.7731238000607068
Middle English,Indo-European,midd1317,0.9390873015873016,0.9285843253968253,0.016722170870968913,0.6280868836659412
Ukrainian,Indo-European,ukra1253,0.8990328375668448,0.9013495780414439,0.0098587685356422,-0.23499288640598495
Waiwai,Cariban,waiw1244,0.9505208333333334,0.9373738839285713,0.011857899761134003,1.1087080907744782
Olal,Austronesian,olal1237,0.9298115079365079,0.9416416170634921,0.015877666262524036,-0.7450785859447602
Vao,Austronesian,vaoo1237,0.9049107142857142,0.9152916666666666,0.015795794427588616,-0.6571972323735246
Yalarnnga,Pama-Nyungan,yala1262,0.9171626984126986,0.9322568948412698,0.013925699129714053,-1.0839094172560353
Eastern Panjabi,Indo-European,panj1256,0.9167908956511898,0.9089591998415528,0.008088049555029772,0.9683046272591874
Menui,Austronesian,menu1237,0.9166666666666666,0.940375,0.01694629998947655,-1.399027123800235
Hausa,Afro-Asiatic,haus1257,0.912529310966811,0.9185726806758057,0.010776463650472688,-0.5607934017138898
Tlingit,,tlin1245,0.9464285714285715,0.94403125,0.020544752960374262,0.11668777099414913
Kanum,,kanu1280,,,,
Nese,Austronesian,nese1235,0.9322802197802199,0.9235797161172161,0.014583900213750852,0.5965827752167604
Pumé,,pume1238,0.9145998677248676,0.9228835400132275,0.012505384478052592,-0.6624084451700033
Choctaw,,choc1276,0.8942708333333333,0.9023479166666666,0.011509143217640775,-0.7017970999746523
Tsogo,Atlantic-Congo,tsog1243,0.9229166666666666,0.9409395833333333,0.017143592780905065,-1.051291692295737
Standard Lebanese Arabic,Afro-Asiatic,stan1323,0.9108796296296297,0.9256458333333334,0.011823323763408762,-1.2489046226918614
Tucano,,tuca1252,0.9241131553631554,0.9167791453627392,0.009664015479756826,0.7588988258326723
Kómnjo,,komn1238,0.9440476190476191,0.943772123015873,0.012859682384948142,0.02142323764299241
Ili'uun,Austronesian,iliu1237,0.93125,0.9468677083333334,0.013748222383515531,-1.1359801942147412
Pirriya,Pama-Nyungan,pirr1240,0.9357638888888888,0.9267361111111111,0.013830606882143494,0.652739091979643
Konawe,Austronesian,kona1243,0.9322916666666666,0.9509062499999998,0.01710564790074223,-1.0882127026901747
Peoria,Algic,peor1238,0.9329545454545455,0.9120892045454545,0.014921240707928619,1.3983650098214604
Mouk,Austronesian,mouk1240,0.9378472222222222,0.9428614583333333,0.014032703854365117,-0.35732501470494693
Maguindanao,Austronesian,magu1243,0.9340909090909093,0.9345829545454546,0.013757832307838547,-0.03576475156372876
O'du,Austroasiatic,oduu1239,0.9340277777777778,0.9267548177083333,0.012750125263958991,0.5704226365526818
Laiwui,Austronesian,laiw1239,0.94375,0.9577562500000001,0.00994598497824627,-1.4082315658664675
Lavatbura-Lamusong,Austronesian,lava1239,0.9583333333333334,0.9398208333333334,0.025883939344161312,0.7152118444511744
Western Dani,Nuclear Trans New Guinea,west2594,0.925,0.9274208333333334,0.01280186821761227,-0.18910000416992548
Gane,Austronesian,gane1237,0.900520440548014,0.8978616606177727,0.008334247470435749,0.31901859642070424
West Futuna,Austronesian,west2515,0.9418402777777777,0.9364945436507937,0.011755629495431913,0.4547382281026558
Seki,Atlantic-Congo,seki1238,0.9125,0.9565874999999998,0.02978902639815542,-1.4799913031978043
Mohegan-Montauk-Narragansett,Algic,mohe1244,0.9093118686868686,0.904810542929293,0.016104257639203635,0.2795115340565467
Uripiv-Wala-Rano-Atchin,Austronesian,urip1239,0.9526785714285715,0.9398339285714284,0.014483400785402573,0.8868526838039866
Telefol,Nuclear Trans New Guinea,tele1256,0.9401041666666666,0.9212469494047618,0.012610894697040876,1.495311610708289
North Saami,Uralic,nort2671,0.914960618085618,0.9248374368686868,0.011918351755392654,-0.8287067696755852
Rade,Austronesian,rade1240,0.943844696969697,0.9522863636363638,0.005616233910133465,-1.5030831695658813
Warázu,Tupian,paus1244,0.9244047619047618,0.937686607142857,0.015529309797280226,-0.8552759531155291
Dhuwal,Pama-Nyungan,dhuw1249,0.9155092592592592,0.9146757605820105,0.012142393026180075,0.06864369119428046
Kosraean,Austronesian,kosr1238,0.9278846153846154,0.9134134615384616,0.014860280619448532,0.9738143051763484
Acehnese,Austronesian,achi1257,0.9791666666666667,0.978075,0.008826408449143468,0.12368186595450956
Hano,Austronesian,hano1246,0.9235615079365079,0.9288307539682539,0.014812803112128198,-0.35572241066457383
Galela,North Halmahera,gale1259,0.9430765993265994,0.9330750000000001,0.011778129468806483,0.8491670390521502
Manam,Austronesian,mana1295,0.9624999999999999,0.9371124999999999,0.016182740613072885,1.5688010212245045
El Nayar Cora,Uto-Aztecan,elna1235,0.9145021645021644,0.9373409090909091,0.013784598981623047,-1.6568305410401987
Sukuma,Atlantic-Congo,suku1261,0.925,0.9430125,0.013208182833001632,-1.3637379363794397
Lauan,Austronesian,laua1243,0.933531746031746,0.9282765873015872,0.012450816258033355,0.42207343046831475
Waropen,Austronesian,waro1242,0.9291666666666667,0.9290041666666667,0.02791028502929821,0.005822226459865011
Cogui,,cogu1240,0.9508928571428572,0.9623630952380952,0.007548433465899779,-1.5195521225768251
Burmish,Sino-Tibetan,burm1266,0.8817578714177979,0.9059655920060331,0.017014585696240765,-1.4227628589030923
Cheyenne,Algic,chey1247,0.9268465909090909,0.9220369318181821,0.013427992203807556,0.3581815522312417
Northeast Maidu,,nort2952,0.9577380952380953,0.9446593253968254,0.013142935787316947,0.9951178376669092
South Efate,Austronesian,sout2856,0.8932291666666666,0.9023919890873017,0.012920126590806423,-0.7091898331054305
Tungag,Austronesian,tung1290,0.9791666666666666,0.9895624999999999,0.010416645833312518,-0.9980019960059803
Uma Juman,Austronesian,umaj1240,0.9144183634992459,0.9000423497203368,0.008900493210775665,1.6151929380165462
Cha'palaa,,chac1249,0.9010416666666667,0.9212113095238096,0.017010047144821426,-1.185748792194461
Palauan,Austronesian,pala1344,0.917454481792717,0.9084728320494865,0.012550220625052205,0.7156567212294093
Mayo,Uto-Aztecan,mayo1264,1.0,1.0,0.0,
Northern Ojibwa,Algic,nort2961,0.9478316326530613,0.938597193877551,0.012747100548937676,0.7244344500192875
Kerewe,Atlantic-Congo,kere1283,0.859375,0.88453125,0.03424656403841851,-0.7345627424631325
Panamint,Uto-Aztecan,pana1305,0.9072420634920636,0.9226521660052911,0.012322207240682998,-1.2505959534870916
Hid,Nakh-Daghestanian,hidd1238,0.9204326923076923,0.9129625076312577,0.010950280622593272,0.6821911633042202
Meriam,,meri1244,0.9422619047619047,0.9276466765873016,0.013074804015539994,1.1178162332094836
Banjar,Austronesian,banj1239,0.9117559523809523,0.9031219665750916,0.009543681662464382,0.9046808256208373
Nehan,Austronesian,neha1247,0.9326426024955436,0.9391535873440284,0.014862752365959377,-0.4380739642407748
Atsugewi,,atsu1245,0.9517857142857145,0.9412053571428571,0.016958257857643468,0.6239059006930077
Cusco Quechua,,cusc1236,0.9304273504273505,0.9318957264957264,0.014224276155312647,-0.10323028408215229
Wersing,,wers1238,0.91875,0.9259041666666668,0.022710210549319976,-0.31501983000686073
Woleaian,Austronesian,wole1240,0.975,0.949325,0.020004233926846558,1.2834782923400545
Tsaangi,Atlantic-Congo,tsaa1242,,,,
Warumungu,Pama-Nyungan,waru1265,0.9189608134920635,0.9344902033730159,0.014893254597260267,-1.0427129798619827
Serbian Standard,Indo-European,serb1264,0.8795138888888889,0.9195375000000001,0.014003159159103535,-2.858184403702332
Ganggalida,,gang1267,0.9271274250440916,0.9290670965608465,0.011950664136135982,-0.1623065877058485
Prai,Austroasiatic,phai1238,0.935758547008547,0.9269255021367522,0.009692762185877751,0.9113031664662592
Tenharim-Parintintin-Diahoi,Tupian,tenh1241,0.9213541666666667,0.9229032670454547,0.010633744526463278,-0.14567778781339527
Tokharian A,Indo-European,tokh1242,0.9375,0.9431145833333334,0.01855944547913691,-0.3025189162922406
Bamun,Atlantic-Congo,bamu1253,0.9107744107744109,0.9250353535353536,0.02416406498584727,-0.5901715116763356
Kazakh,Turkic,kaza1248,0.9652777777777778,0.9493611111111112,0.013506428510569017,1.178451183761237
Pitjantjatjara,Pama-Nyungan,pitj1243,0.9423295930648873,0.9177223798600637,0.014183050821439652,1.7349732095457486
Aghul,Nakh-Daghestanian,aghu1253,0.9105902777777777,0.9332717013888889,0.014000537545785141,-1.6200394832653757
Duungidjawu,Pama-Nyungan,duun1241,0.9138888888888888,0.9234202777777778,0.013810911746013467,-0.6901346604897604
Sardinian,Indo-European,sard1257,0.932514880952381,0.9310521577380952,0.01265049242984386,0.11562579262409066
Akkadian,Afro-Asiatic,akka1240,0.94375,0.93816875,0.01357171489947016,0.41124132368989524
Common Delaware,Algic,comm1246,0.9414930555555555,0.9157697916666666,0.013801644869869846,1.8637824789308233
Upper Michigan-Wisconsin Chippewa,Algic,uppe1274,0.8861111111111111,0.91134375,0.013734011028513383,-1.8372374127633275
Lithuanian,Indo-European,lith1251,0.9412615740740741,0.918309837962963,0.012238845739420409,1.8753186860739075
Mangareva,Austronesian,mang1401,0.9313492063492065,0.9332359126984127,0.011662773455941104,-0.16177167089231914
Nyangumarta,Pama-Nyungan,nyan1301,0.9304788961038961,0.9330544778138529,0.011377698987657914,-0.22637105382649378
Godoberi,Nakh-Daghestanian,ghod1238,0.9194930069930072,0.9125318327505827,0.010863275187869415,0.6407988495217123
Lalomerui,Austronesian,lalo1239,1.0,1.0,0.0,
Pukapuka,Austronesian,puka1242,0.9111645299145299,0.9126676014957266,0.010187950012703065,-0.14753425167207648
Kabaena,Austronesian,kaba1285,0.9583333333333334,0.9684895833333335,0.010439428256680967,-0.972874160373711
Avestan,Indo-European,aves1237,0.921875,0.8984020833333334,0.014774577275866663,1.588736938349373
Tooro,Atlantic-Congo,toor1238,0.941426917989418,0.9285137483465608,0.012813458891803504,1.0077817201347208
Tidore,,tido1248,0.9486607142857143,0.9496517857142858,0.017117620002232107,-0.05789773510816528
Dehong,Tai-Kadai,deho1238,0.9635416666666666,0.9496770833333332,0.02168178308815825,0.6394577086653772
Ritarungo,Pama-Nyungan,rita1239,0.9252777777777779,0.9366536111111111,0.014054679350708596,-0.8093982829113575
Malecite,Algic,male1293,0.8996212121212122,0.9045138403263404,0.0059322890556132825,-0.824745416020942
Huli,Nuclear Trans New Guinea,huli1244,0.9281994047619048,0.9376163194444445,0.012202214697437387,-0.7717381570508963
Waorani,,waor1240,0.9371212121212124,0.9483602272727274,0.012549899020360997,-0.8955462616297412
Baure,Arawakan,baur1253,0.95,0.9553625,0.019601335254262643,-0.2735783011942455
Malapandaram,Dravidian,mala1468,0.9478670634920635,0.9399972552910053,0.016883578083866164,0.4661220602627201
Macushi,Cariban,macu1259,0.9444805194805195,0.9495483766233765,0.013404086178072198,-0.3780830021182345
Yadhaykenu,Pama-Nyungan,yadh1237,0.96875,0.9597752976190477,0.014400121543873047,0.6232379604303323
Takuu,Austronesian,taku1257,0.9164583333333333,0.9299327083333334,0.01590853941584476,-0.8469900754421109
Isnag,Austronesian,isna1241,0.90625,0.9195720486111111,0.012650121848137044,-1.0531162285265252
Kiramang,,kira1248,0.903125,0.92534375,0.013911656252492006,-1.5971319012443255
Kayardild-Yangkaal,,kaya1318,0.9564732142857143,0.9363024553571427,0.01498970232563494,1.345641060134739
Matukar,Austronesian,matu1261,0.9527777777777778,0.9567611111111111,0.015691468252713836,-0.2538534488411759
Kwamera,Austronesian,kwam1252,0.9347222222222223,0.9328895833333334,0.012687115693109274,0.1444488198278445
Chickasaw,,chic1270,0.9347695707070707,0.9502246054292928,0.011956720313555377,-1.2925814367925514
Tamambo,Austronesian,malo1243,0.9046717171717171,0.9028503787878789,0.012470545267862827,0.1460512226784436
Kei,Austronesian,keii1239,0.95,0.9094,0.04697488690779358,0.8642915964799065
Mandan,,mand1446,0.9162878787878788,0.9011519300144301,0.014483083378747333,1.0450777902486839
Wiyot,Algic,wiyo1248,0.8943452380952381,0.9207440476190477,0.016804140458543348,-1.5709705348474534
Tahitian,Austronesian,tahi1242,0.9078124999999999,0.9012364583333333,0.011454356838408567,0.5741083292093633
Woods Cree,Algic,wood1236,0.8977272727272727,0.9217851957070706,0.013662726201272646,-1.7608435260568267
Panare,Cariban,enap1235,0.9565972222222222,0.9477878472222223,0.012743875612237337,0.6912634168792948
Muruwari,Pama-Nyungan,muru1266,0.9148100907029478,0.9283868905895692,0.017309237583434077,-0.7843672964322348
Gayo,Austronesian,gayo1244,0.95625,0.9569291666666668,0.021765571932016343,-0.031203713313306385
Yuwaalaraay-Gamilaraay,Pama-Nyungan,gami1243,0.9363839285714286,0.9427801339285713,0.011696254929446502,-0.5468592635613302
Paicî,Austronesian,paic1239,0.9636408730158731,0.9484777777777778,0.01389459904727572,1.0912941918297618
Tupinambá,Tupian,tupi1273,0.9451955782312924,0.9277451530612245,0.018444444222272097,0.9461074001349469
Agob-Ende-Kawam,Pahoturi,agob1244,0.9583333333333334,0.9583333333333336,2.220446049250313e-16,-1.0
Cocama-Cocamilla,Tupian,coca1259,0.9336805555555556,0.9329463541666666,0.01284188909458802,0.05717238199778861
Romanian,Indo-European,roma1327,0.9270833333333334,0.9378621527777777,0.01324781398936144,-0.813630041386467
Waurá,Arawakan,waur1244,0.9031272546897547,0.9212315791847042,0.011582921082595161,-1.5630188935806155
Northern Tepehuan,Uto-Aztecan,nort2959,0.9270833333333334,0.9264270833333335,0.017912520717015264,0.03663638470360769
Dondo,Austronesian,dond1249,0.8946078431372548,0.8962209967320262,0.008588404665007827,-0.1878292485848827
Icelandic,Indo-European,icel1247,0.9201388888888888,0.9186608270202021,0.010286562038160963,0.14368861658573706
Binja,Atlantic-Congo,binj1250,,,,
Wolio,Austronesian,woli1241,0.9427083333333333,0.9428385416666666,0.01815339535193951,-0.007172671051832431
Boano (Sulawesi),Austronesian,boan1243,0.9020337301587302,0.9041622474747476,0.010578001270892751,-0.20122112500348896
Sunwadia,Austronesian,mari1426,0.9583333333333334,0.9489097222222221,0.012918675172395835,0.729456464022508
Kyaka,Nuclear Trans New Guinea,kyak1244,0.9114996693121693,0.9290212880291006,0.01080066424246716,-1.6222723272924229
Navajo,,nava1243,0.9097689075630251,0.9250699229691877,0.013704629800386699,-1.1164851315962459
Church Slavic,Indo-European,chur1257,0.9047619047619048,0.9068973214285714,0.015442225707575748,-0.13828425429755278
Yámana,,yama1264,0.915738486050986,0.9145305811087061,0.011845233645309776,0.10197392288316133
Rotuman,Austronesian,rotu1241,0.9226161858974358,0.9277479987026861,0.010507717733124838,-0.48838510279664693
Kaurna,Pama-Nyungan,kaur1267,0.9230158730158731,0.9343813492063492,0.01230654698086408,-0.9235308822327443
Kuvi,Dravidian,kuvi1243,0.9791666666666666,0.95775,0.017326971989742854,1.236030547019109
Neverver,Austronesian,ling1265,0.9146278490028491,0.9291535701566952,0.010108072837885439,-1.437041599008185
Tetum,Austronesian,tetu1245,0.9393939393939393,0.9507250918273645,0.01785324507384499,-0.6346830722682084
Yagwoia,Angan,yagw1240,0.871875,0.9178669642857142,0.020550312726498533,-2.2380177322756794
Pokomo,Atlantic-Congo,poko1261,0.9,0.9000000000000002,2.842474503437688e-16,-0.7811665668645069
Wulguru,Pama-Nyungan,wulg1239,0.938095238095238,0.9352486111111111,0.013286546892172596,0.2142488192928342
Kwoma,,kwom1262,0.9418154761904761,0.9329419890873016,0.012575439296747133,0.7056204474280092
West Coast Bajau,Austronesian,west2560,0.9270833333333334,0.9473545138888889,0.01408288919263917,-1.4394191616696712
Saaroa,Austronesian,saar1237,0.9002635613655351,0.9155566508007709,0.011697716222404482,-1.307356850215354
Tok Pisin,Indo-European,tokp1240,0.9454761904761906,0.9355442857142857,0.015851872790779546,0.6265445662472064
Mono-Alu,Austronesian,mono1273,1.0,0.9360833333333333,0.052685584682466355,1.2131718201836348
Cayubaba,,cayu1262,0.914520202020202,0.9208013708513708,0.020028990322993576,-0.31360386768762527
Weda,Austronesian,weda1240,0.9261837121212121,0.9290025962752525,0.010882938733794924,-0.2590186550703347
Ketengban,Nuclear Trans New Guinea,kete1254,0.9116071428571428,0.9007479166666666,0.031548093312641315,0.3442118064905336
Paakantyi,Pama-Nyungan,darl1243,0.95703125,0.9259079241071428,0.013776154236562744,2.2592172937679496
